Title,Date,Category,Summary,Image URL
Elon Musk’s X just sued a nonprofit advertising group out of existence,2024-08-12,tech,"The Global Alliance for Responsible Media (GARM), a voluntary ad-industry group aimed at preventing ads from appearing alongside harmful content, has shut down following a lawsuit filed by Elon Musk's X (formerly Twitter). Musk alleges that GARM conspired to boycott advertising on X due to concerns about brand safety after his acquisition of the platform. While the lawsuit represents a temporary victory for X, the situation could potentially drive away even more advertisers due to concerns about the platform's content moderation practices. This incident highlights the ongoing tension between social media platforms and advertising groups regarding content moderation and brand safety, particularly in light of Musk's controversial leadership. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2158244120.jpg?c=16x9&q=w_800,c_fill"
Markets saw a massive shift this week. Here’s what happened,2024-08-12,investing,"The global stock market experienced a significant downturn this week, triggered by a combination of factors including the unraveling of the Japanese yen carry trade and a disappointing US jobs report. The selloff, which saw the Nikkei 225 index plummet 12% and the S&P 500 drop over 3%, was amplified by concerns over a potential US recession and a spike in the VIX ""fear gauge."" While markets have recovered somewhat since Monday's dramatic losses, with the S&P 500 rising 2.3% on Thursday, some investors remain cautious due to the uncertainty surrounding the yen carry trade and the volatile trading environment in August. Despite the recent volatility, stocks are still on track for strong returns this year, reminding investors of the importance of portfolio diversification. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164984112-copy.jpg?c=16x9&q=w_800,c_fill"
Customers didn’t stop spending. Companies stopped serving,2024-08-12,business,"While CEOs are complaining about a customer ""pullback"" and declining sales in some sectors, a closer look reveals that Americans are simply shifting their spending habits rather than experiencing a significant economic downturn.  The US economy is still strong, with job growth and wages outpacing inflation. Consumers are becoming more discerning and choosing higher-quality experiences like Texas Roadhouse over cheaper options like McDonald's. The travel industry is seeing a softening of demand, but this is relative to the huge post-pandemic surge and not necessarily indicative of a broader trend.  Airbnb is struggling as its pricing and service have become less appealing, while hotel chains continue to see strong demand. Disney's theme park business has also seen a slowdown, possibly due to high prices, complicated booking processes, and a perceived decline in the ""magic"" of the experience. Ultimately, the consumer pullback might be more about businesses needing to adapt to changing consumer preferences and expectations rather than a sign of a looming economic crisis. 
","https://media.cnn.com/api/v1/images/stellar/prod/ap24177703489647.jpg?c=16x9&q=w_800,c_fill"
"Google and X lag peers in addressing non-consensual explicit images, lawmakers say",2024-08-12,tech,"A bipartisan group of US senators has urged tech giants like Google, X (formerly Twitter), and Discord to join programs that help remove non-consensual explicit images from the internet, citing the rising threat of AI-generated deepfakes.  The letter criticizes these companies for their lack of participation in the National Center for Missing and Exploited Children’s “Take it Down” and the Revenge Porn Helpline’s “StopNCII” programs, which allow users to submit one request to multiple participating platforms for removal of such images.  While most of the companies mentioned have policies against sharing explicit images, joining these programs streamlines the removal process for victims, offering a more unified response to this growing problem. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1284593502.jpg?c=16x9&q=w_800,c_fill"
Boeing’s new CEO is already making an overdue change his first day on the job,2024-08-12,business,"Boeing's new CEO, Kelly Ortberg, has decided to work from the company's Seattle offices, a move praised by critics as a sign he is committed to addressing the company's recent quality issues and restoring trust in its commercial aircraft business. Ortberg's decision to be closer to production lines and development programs comes after years of criticism that Boeing's focus on financial results, after relocating its headquarters away from Seattle in 2001, overshadowed its production processes. This move follows a series of serious problems for Boeing, including two fatal crashes of its 737 Max planes, deep financial losses, and recent incidents like a door plug blowing off a plane in flight. While Boeing maintains that moving headquarters was in its best interest, Ortberg's decision to return to Seattle signals a shift in focus towards production and quality control. 
","https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-609573624-20240807233317037.jpg?c=16x9&q=w_800,c_fill"
Cover art showing Marvel hero Deadpool’s first appearance could sell for record $7.5 million,2024-08-12,style,"The cover art for Deadpool's first comic book appearance, designed by Rob Liefeld in 1991, is being auctioned by Heritage Auctions for a record-breaking $7.5 million. The artwork's value has skyrocketed due to Deadpool's immense popularity, which began shortly after his introduction in ""The New Mutants"" comic series. The character's success, both in comics and in film adaptations, has made him a lucrative franchise, leading the current owner to believe the time is right to sell the coveted cover art. If the artwork fetches its asking price, it will surpass the previous record held by a 1938 Superman comic that sold for $6 million. 
","https://media.cnn.com/api/v1/images/stellar/prod/2024-08-07t205822z-1573185568-rc22b9av6oeh-rtrmadp-3-auction-deadpool-16x9.jpg?c=16x9&q=w_800,c_fill"
See why this Olympic sport has its roots in Roman theater,2024-08-12,style,"Artistic swimming, a sport with a history dating back to Roman times, is celebrating its 40th anniversary as an Olympic sport. CNN spoke to Team GB swimmers and an expert to delve into the history and evolution of this theatrical sport. 
","https://media.cnn.com/api/v1/images/stellar/prod/108859-synchronizedswimming-stills-00-00-01-19-still010.jpg?c=16x9&q=w_800,c_fill"
Dress Codes: How high is too high? The evolution of the women’s running brief,2024-08-12,style,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/usatsi-16507897.jpg?c=16x9&q=w_800,c_fill"
"Operating theaters, bowling alleys and home cinemas: Not happy with safe rooms, the super-rich are building luxury fortresses",2024-08-12,style,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/escape-tunnel-dhsf525k-copy.jpg?c=16x9&q=w_800,c_fill"
New England Patriots win first game without Bill Belichick in over 24 years,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24221859939365.jpg?c=16x9&q=w_800,c_fill"
New England Patriots win first game without Bill Belichick in over 24 years,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap24221859939365.jpg?c=16x9&q=w_800,c_fill"
Sebastian Coe to ‘consider’ running for IOC presidency next year,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/01j50pfj5y74ra6n2nspwd84a2.jpg?c=16x9&q=w_800,c_fill"
"US appeals decision that led Jordan Chiles to be stripped of her bronze medal, provides evidence in her favor",2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164937858.jpg?c=16x9&q=w_800,c_fill"
This women’s sport has fought for more than 50 years to be in the Olympics. Could Brisbane 2032 change its fortunes?,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2002584106.jpg?c=16x9&q=w_800,c_fill"
Former California lawmaker Nate Holden says he was on the scary helicopter ride with Trump,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/sipausa-11-217012331-88061291-copy.jpg?c=16x9&q=w_800,c_fill"
"Wide swath of America remains opposed to Supreme Court’s ruling overturning Roe v. Wade, poll finds",2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2158500442.jpg?c=16x9&q=w_800,c_fill"
Victims of sexual assault and harassment in the Coast Guard call for major changes after Senate committee’s new report,2024-08-12,politics,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/still-20855511-1752510-still.jpg?c=16x9&q=w_800,c_fill"
"What to know about menopause, according to a doctor",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1646322126.jpg?c=16x9&q=w_800,c_fill"
"What to know about menopause, according to a doctor",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1646322126.jpg?c=16x9&q=w_800,c_fill"
"Old pantry staple is new again with people using it to improve fitness, disease and more. But it has risks",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1440514481.jpg?c=16x9&q=w_800,c_fill"
"Zero calorie sweetener linked to blood clots and risk of heart disease, study finds",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-532975562.jpg?c=16x9&q=w_800,c_fill"
Combat brain fatigue with these top expert tips,2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1314161892-copy.jpg?c=16x9&q=w_800,c_fill"
"How to lower or eliminate your risk of knee arthritis, according to a new study",2024-08-12,health,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1298447389.jpg?c=16x9&q=w_800,c_fill"
Elon Musk says ‘civil war is inevitable’ as UK rocked by far-right riots. He’s part of the problem,2024-08-12,tech,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164489011.jpg?c=16x9&q=w_800,c_fill"
Elon Musk says ‘civil war is inevitable’ as UK rocked by far-right riots. He’s part of the problem,2024-08-12,tech,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164489011.jpg?c=16x9&q=w_800,c_fill"
Tech had a rough day. But don’t call it a dot-com meltdown moment yet,2024-08-12,tech,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2164969910.jpg?c=16x9&q=w_800,c_fill"
US government sues TikTok for allegedly violating children’s privacy law,2024-08-12,tech,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2150026530-20240522162730938.jpg?c=16x9&q=w_800,c_fill"
Has the AI bubble burst? Wall Street wonders if artificial intelligence will ever make money,2024-08-12,tech,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2148057337.jpg?c=16x9&q=w_800,c_fill"
"Caster Semenya condemns gender ‘stigma’ that still haunts Olympics, a decade after her first Olympic gold",2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/231104112223-caster-semenya.jpg?c=16x9&q=w_800,c_fill"
"Caster Semenya condemns gender ‘stigma’ that still haunts Olympics, a decade after her first Olympic gold",2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/231104112223-caster-semenya.jpg?c=16x9&q=w_800,c_fill"
Travis Scott released after Paris hotel fight with his bodyguard,2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1786612091.jpg?c=16x9&q=w_800,c_fill"
"By land, sea and sky, Māori are using Indigenous knowledge to combat climate change",2024-08-12,climate,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/maori16-rawiri-manawatu-3.jpg?c=16x9&q=w_800,c_fill"
Disney showcases upcoming titles at D23 as Jamie Lee Curtis and Lindsay Lohan present ‘Freakier Friday’,2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-2166138801-copy.jpg?c=16x9&q=w_800,c_fill"
"Connie Chiume, ‘Black Panther’ actress, dead at 72",2024-08-12,entertainment,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/gettyimages-1244260630.jpg?c=16x9&q=w_800,c_fill"
Bloomberg gives $600 million to 4 Black medical schools’ endowments,2024-08-12,business,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/01j1csj5rn2p98rznpa0vfk7hf.jpg?c=16x9&q=w_800,c_fill"
Aleksandra Mirosław celebrates ‘dream come true moment’ as first speed climbing gold medalist in Olympic history,2024-08-12,sport,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/2024-08-07t111725z-1615174816-up1ek870vczdj-rtrmadp-3-olympics-2024-sportclimbing.JPG?c=16x9&q=w_800,c_fill"
‘We don’t need more concrete’: A new village in Tanzania will use a 3D printer and soil to build its community,2024-08-12,style,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/render-of-community-hall-in-hope-village-one-heart-tanzania-courtesy-of-hassell-and-imigo-02.jpg?c=16x9&q=w_800,c_fill"
"China moon samples reveal water molecules in groundbreaking discovery, scientists say",2024-08-12,science,No summary available,"https://media.cnn.com/api/v1/images/stellar/prod/ap21069318580769.jpg?c=16x9&q=w_800,c_fill"
